id,channel_sales,cons_12m,cons_gas_12m,cons_last_month,date_activ,date_end,date_modif_prod,date_renewal,forecast_cons_12m,forecast_cons_year,forecast_discount_energy,forecast_meter_rent_12m,forecast_price_energy_off_peak,forecast_price_energy_peak,forecast_price_pow_off_peak,has_gas,imp_cons,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,net_margin,num_years_antig,origin_up,pow_max,churn,tenure,price_off_peak_var,price_peak_var,price_mid_peak_var,price_off_peak_fix,price_peak_fix,price_mid_peak_fix
3668853,channel_sales_3,5669,1089,164,2011-03-18,2016-03-18,2011-03-18,2015-03-19,386.65,0,0.0,10.45,0.165794,0.087899,44.31137796,true,0.0,23.65,23.65,4,40.25,5,code_2,10.35,retention,5,0.17050816666666668,0.088528,0.0,44.40026526,0.0,0.0
ada55b2,channel_sales_1,40884,0,2049,2011-08-01,2016-08-01,2011-08-01,2015-08-02,3989.5,1786,0.0,141.72,0.1169099999999999,0.100572,40.606701,false,176.74,19.68,19.68,1,443.44,5,code_1,31.5,retention,5,0.12443191666666666,0.10381658333333334,0.07426116666666667,40.620275799999995,24.372162919999997,16.24810888
db55ef7,not_specified,7620,0,1399,2009-10-22,2016-10-22,2009-10-22,2015-10-23,895.88,1399,0.0,16.12,0.1670859999999999,0.088444,45.30837756,false,163.68,18.72,18.72,1,83.85,6,code_2,13.2,retention,7,0.16887024999999997,0.08729024999999994,0.0,44.50767206,0.0,0.0
d9e1799,channel_sales_4,40056,0,1274,2013-06-13,2016-06-04,2014-06-04,2015-06-08,256.38,0,0.0,18.37,0.144902,0.0,44.31137796,false,0.0,19.2,19.2,1,24.26,3,code_1,10.39,retention,3,0.1483508333333333,0.0,0.0,44.38545035999999,0.0,0.0
e3aef47,channel_sales_1,2609,0,173,2011-06-11,2016-06-11,2015-05-22,2015-06-14,274.74,173,0.0,143.2,0.1157609999999999,0.099419,40.606701,false,17.46,47.44,47.44,1,31.53,5,code_1,30.0,retention,5,0.12458541666666667,0.10412024999999998,0.07486016666666666,40.6474275,24.38845514,16.25897136
6387c26,channel_sales_1,25792,0,172,2012-05-07,2016-05-07,2012-05-07,2015-05-14,3288.43,172,0.0,13.81,0.161165,0.083909,44.31137796,false,19.72,22.95,22.95,1,229.69,4,code_1,13.856,retention,4,0.16590133333333332,0.08433125000000001,0.0,44.370635459999995,0.0,0.0
c0a8d1b,not_specified,19654,0,2033,2004-06-24,2016-06-24,2014-03-26,2015-06-26,2137.08,2033,0.0,131.61,0.115174,0.098837,40.606701,false,216.09,33.92,33.92,1,216.24,12,code_3,37.0,retention,12,0.12300408333333333,0.10249341666666666,0.0731695,40.728885,24.437330039999996,16.29155496
b008f90,not_specified,25429,43407,5142,2009-08-06,2016-08-06,2009-08-06,2015-08-07,1633.75,3378,0.0,137.6,0.115174,0.098837,40.606701,true,337.09,16.56,16.56,2,174.61,6,code_2,26.4,churn,7,0.12269558333333334,0.10207958333333333,0.07252483333333333,40.6202755,24.372163139999998,16.248109359999997
54947fb,not_specified,362925,0,64204,2009-11-10,2016-11-10,2009-11-10,2015-11-11,8.94,0,0.0,0.0,0.146348,0.0,46.30537836,false,0.0,26.73,26.73,1,0.87,6,code_2,13.2,retention,7,0.147958,0.0,0.0,44.44841206,0.0,0.0
99726cd,not_specified,34264,0,2470,2010-10-05,2016-10-05,2015-09-18,2015-10-09,3634.6,2470,0.0,131.39,0.115939,0.100823,40.606701,false,248.14,8.88,8.88,1,435.68,5,code_2,26.4,retention,6,0.125038,0.10477183333333334,0.07447941666666667,40.728885,24.437330039999996,16.29155496
0f04c74,channel_sales_1,31204,0,2068,2009-10-13,2016-10-13,2009-10-13,2015-10-14,2219.95,2068,0.0,131.44,0.1152369999999999,0.100123,40.606701,false,205.68,6.6,6.6,1,260.91,6,code_2,19.8,retention,7,0.12397108333333334,0.10377791666666665,0.07359316666666667,40.5931235,24.35587114,16.237247359999998
96723d9,channel_sales_1,39459,0,231,2011-04-09,2016-04-09,2011-04-09,2015-04-12,4032.56,231,0.0,109.37,0.1169099999999999,0.100572,40.606701,false,22.21,24.18,24.18,1,487.42,5,code_1,20.0,retention,5,0.12397625,0.10366191666666667,0.07469683333333334,40.6745798,24.404746919999997,16.26983288
4c497f9,not_specified,1925,0,0,2010-07-16,2016-07-16,2010-07-16,2015-07-17,290.27,0,0.0,16.29,0.1457109999999999,0.0,44.31137796,false,0.0,14.64,14.64,1,29.91,6,code_3,10.392,retention,6,0.14979741666666666,0.0,0.0,44.341005259999996,0.0,0.0
f7941c5,channel_sales_2,788287,0,59796,2009-08-01,2016-02-23,2009-08-01,2015-02-25,5532.54,6039,0.0,142.97,0.115744,0.098858,40.606701,false,584.55,27.96,27.96,1,476.76,6,code_2,28.0,retention,7,0.12317908333333333,0.10263425,0.07200016666666666,40.7017324,24.421038479999996,16.28069392
7735fe1,channel_sales_2,3550287,1401366,386468,2011-11-25,2016-11-25,2011-11-25,2015-11-26,1566.77,1666,0.0,132.46,0.1152369999999999,0.100123,40.606701,true,152.25,3.3,3.3,2,206.1,4,code_2,17.25,retention,5,0.12406833333333334,0.10373441666666666,0.07352883333333333,40.5795475,24.347725139999998,16.23181636
9ca9e91,not_specified,2118,0,768,2009-11-10,2016-11-10,2009-11-10,2015-11-11,241.83,768,0.0,38.66,0.1670859999999999,0.088444,46.30537836,false,83.08,21.09,21.09,1,19.43,6,code_2,10.392,retention,7,0.16892266666666667,0.08751516666666666,0.0,44.44841216,0.0,0.0
78f1532,channel_sales_2,14234,0,309,2011-10-10,2016-12-22,2015-12-22,2015-10-11,582.05,309,0.0,131.62,0.111186,0.096074,40.606701,false,28.94,5.84,5.84,1,46.94,4,code_3,27.713,retention,5,0.12517141666666667,0.10177741666666666,0.06713075,40.94320328,22.36923967,14.926715479999999
5b9f52f,channel_sales_1,26684,0,5241,2012-07-27,2016-08-04,2015-06-16,2015-08-06,1568.99,2059,0.0,18.52,0.141666,0.0,44.31137796,false,295.32,14.7,14.7,1,122.42,4,code_1,13.85,retention,4,0.14584291666666666,0.0,0.0,44.34100546,0.0,0.0
0b85595,channel_sales_1,77098,0,7368,2010-07-15,2016-07-15,2010-07-15,2015-07-16,7876.4,7368,0.0,359.25,0.113323,0.096984,40.606701,false,727.49,30.23,30.23,1,670.12,6,code_1,63.0,retention,6,0.1212775,0.1007365,0.07133016666666667,40.6338515,24.380309139999998,16.25354036
b210969,not_specified,14184,0,1395,2009-10-08,2016-10-08,2015-05-23,2015-10-09,1529.62,1395,0.0,131.1,0.1152369999999999,0.100123,40.606701,false,144.82,16.52,16.52,1,159.93,6,code_2,33.0,retention,7,0.12373475,0.10353758333333334,0.07334858333333333,40.5931235,24.35587114,16.237247359999998
43af7c3,channel_sales_1,2973,0,0,2012-03-09,2016-10-05,2013-10-09,2015-10-11,450.78,0,0.0,15.1,0.146694,0.0,44.31137796,false,0.0,21.48,21.48,1,53.48,4,code_1,10.392,retention,4,0.15121008333333333,0.0,0.0,44.40026526,0.0,0.0
648a76b,channel_sales_3,5629,0,0,2012-11-23,2016-11-23,2012-11-23,2015-11-24,844.15,0,0.0,12.56,0.146348,0.0,45.80687796,false,0.0,17.13,17.13,1,78.64,3,code_1,10.392,retention,4,0.14986466666666667,0.0,0.0,44.406745459999996,0.0,0.0
cd1d759,channel_sales_1,6636,0,597,2010-01-18,2017-01-18,2015-11-18,2016-01-19,422.73,256,0.0,13.73,0.143227,0.0,44.31137796,false,36.9,26.04,26.04,1,44.6,6,code_1,10.392,retention,7,0.1506660833333333,0.0,0.0,44.44470995999999,0.0,0.0
8f68b43,channel_sales_1,10399,0,1398,2012-06-27,2016-06-27,2015-05-22,2015-07-04,1087.9,1398,0.0,128.88,0.1151819999999999,0.098841,40.606701,false,142.42,32.92,32.92,1,117.11,4,code_1,20.785,retention,4,0.12319741666666667,0.10268724999999994,0.07336283333333334,40.728885,24.437330039999996,16.29155496
b118da8,channel_sales_3,16358,4778,0,2011-07-13,2016-07-13,2011-07-13,2015-07-14,659.89,0,0.0,18.61,0.1457109999999999,0.0,44.31137796,true,0.0,18.62,18.62,2,64.62,5,code_1,13.2,retention,5,0.14979741666666666,0.0,0.0,44.34100536,0.0,0.0
bfb96aa,not_specified,6703,0,1114,2009-11-04,2016-11-04,2009-11-04,2015-11-05,1006.35,1114,0.0,16.57,0.146348,0.0,45.30837756,false,164.99,17.64,17.64,1,95.99,6,code_2,13.8,retention,7,0.14959783333333332,0.007123583333333333,0.0,44.424338760000005,0.0,0.0
f8c8d51,channel_sales_1,110513,0,9337,2012-03-01,2016-03-01,2012-03-01,2015-03-09,9409.49,9337,0.0,144.01,0.1169,0.1000149999999999,40.606701,false,895.45,80.43,80.43,1,992.81,4,code_1,90.0,churn,4,0.12431883333333332,0.10378241666666664,0.07300975,40.68815609999999,24.4128927,16.2752634
94accc8,channel_sales_1,17518,0,1603,2012-02-13,2016-02-25,2014-02-25,2015-02-26,2295.45,1603,22.0,144.44,0.15441,0.130525,41.1052014,false,205.06,99.0,99.0,1,851.77,4,code_1,28.3,retention,4,0.16020108333333333,0.13372925,0.09497166666666668,41.20139948,24.920705560000002,16.78036098
8be6730,channel_sales_1,370263,0,17433,2012-05-29,2016-06-01,2015-06-01,2015-06-01,1033.13,0,0.0,0.0,0.138765,0.0,44.44470996,false,0.0,0.0,0.0,1,46.95,4,code_1,10.35,retention,4,0.14419833333333332,0.0,0.0,44.40026526,0.0,0.0
2a8e3bf,not_specified,16853,0,0,2011-07-19,2016-07-19,2014-07-08,2015-07-20,2515.32,0,0.0,16.18,0.1457109999999999,0.0,44.31137796,false,0.0,13.1,13.1,1,232.06,5,code_3,10.392,retention,5,0.14893766666666666,0.0,0.0,44.44470995999999,0.0,0.0
fdc1b1e,channel_sales_1,10535,0,717,2012-06-04,2016-07-04,2014-07-04,2015-07-08,1552.15,717,0.0,13.77,0.144902,0.0,44.31137796,false,105.25,17.45,17.45,1,143.48,4,code_1,13.856,retention,4,0.14670258333333333,0.007123583333333333,0.0,44.34100546,0.0,0.0
614e268,not_specified,17118,13055,0,2009-08-07,2016-08-07,2009-08-07,2015-08-09,2524.38,0,0.0,16.35,0.142819,0.0,44.31137796,true,0.0,14.04,14.04,2,201.29,6,code_3,13.2,retention,7,0.14684583333333331,0.0,0.0,44.32619026,0.0,0.0
c19343a,channel_sales_1,28461,0,0,2012-03-15,2016-03-15,2012-03-15,2015-03-16,1880.55,0,0.0,15.28,0.144149,0.0,44.31137796,false,0.0,21.34,21.34,1,174.86,4,code_3,10.392,retention,4,0.1483705833333333,0.0,0.0,44.40026526,0.0,0.0
4af2b82,channel_sales_1,4444,0,0,2009-10-13,2016-10-13,2009-10-13,2015-10-14,667.08,0,0.0,17.21,0.146348,0.0,45.80687796,false,0.0,18.12,18.12,1,60.25,6,code_1,10.39,retention,7,0.1499535,0.0,0.0,44.54656026,0.0,0.0
378d6d3,channel_sales_1,2969,0,0,2010-08-11,2016-08-11,2010-08-11,2015-08-13,445.53,0,0.0,18.03,0.1457109999999999,0.0,44.31137796,false,0.0,15.72,15.72,1,42.93,5,code_2,13.2,retention,6,0.14978941666666667,0.0,0.0,44.341005259999996,0.0,0.0
52d9197,channel_sales_1,5105,0,0,2011-12-20,2016-12-20,2015-11-01,2015-12-21,768.12,0,0.0,18.96,0.14346,0.0,45.80687796,false,0.0,20.52,20.52,1,63.94,4,code_1,13.2,retention,5,0.14937866666666666,0.007123583333333333,0.0,44.26693026,0.0,0.0
7adcd7b,channel_sales_1,10117,0,0,2010-01-04,2016-03-03,2010-01-04,2015-03-09,953.93,0,0.0,16.04,0.146694,0.0,44.31137796,false,0.0,28.25,28.25,1,99.14,6,code_2,12.375,retention,6,0.15075783333333334,0.0,0.0,44.26693026,0.0,0.0
4f26ad1,channel_sales_1,3672,34197,0,2010-01-01,2017-01-01,2010-01-01,2016-01-02,550.4,0,0.0,15.82,0.1458839999999999,0.0,44.31137796,true,0.0,33.12,33.12,2,53.17,6,code_2,13.2,retention,7,0.14968883333333333,0.0,0.0,44.26693026,0.0,0.0
9adfc3a,channel_sales_1,8622,0,709,2012-07-03,2016-10-18,2013-11-08,2015-10-19,1297.78,709,0.0,17.45,0.1457109999999999,0.0,44.31137796,false,104.65,25.83,25.83,1,129.69,4,code_1,14.0,retention,4,0.15005741666666667,0.007123583333333333,0.0,44.370635359999994,0.0,0.0
65a2ea1,not_specified,5255,0,364,2012-01-26,2017-01-26,2015-12-17,2016-01-27,512.02,364,0.0,134.74,0.1157509999999999,0.098862,40.606701,false,34.53,41.16,41.16,1,57.68,4,code_2,16.5,retention,5,0.12385258333333334,0.10337833333333334,0.07299908333333334,40.565971499999996,24.339579139999998,16.22638536
e0bec24,channel_sales_2,624747,0,50766,2011-07-15,2016-07-14,2011-07-15,2015-07-15,1.65,2,0.0,143.07,0.115174,0.098837,40.606701,false,0.17,54.21,54.21,1,0.16,5,code_3,40.0,retention,5,0.12272558333333333,0.10218500000000001,0.07277766666666667,40.633851199999995,24.38030936,16.25354084
9bc4fc7,channel_sales_3,3604,0,289,2011-08-25,2016-08-25,2015-07-11,2015-08-26,354.98,289,0.0,131.76,0.114603,0.098261,40.606701,false,27.74,18.54,18.54,1,43.01,4,code_2,16.5,retention,5,0.12442966666666667,0.10381233333333333,0.07425616666666666,40.6202755,24.372163139999998,16.248109359999997
be0c34e,channel_sales_1,595221,0,30637,2012-03-13,2016-05-14,2013-09-14,2014-07-16,4287.78,2828,0.0,146.43,0.110314,0.093976,40.606701,false,251.73,34.02,34.02,1,436.91,4,code_1,49.5,retention,4,0.11836233333333329,0.09819216666666662,0.0687385,40.68815609999999,24.4128927,16.2752634
e94ea01,channel_sales_2,1923,0,0,2010-07-01,2016-07-01,2010-07-01,2015-07-04,286.49,0,0.0,15.3,0.144902,0.0,44.31137796,false,0.0,14.64,14.64,1,26.91,6,code_2,10.392,retention,6,0.14878474999999994,0.0,0.0,44.34100536,0.0,0.0
83f5002,channel_sales_3,79066,48866,6388,2012-09-20,2016-09-20,2015-05-24,2015-09-24,8211.14,6388,0.0,143.28,0.114658,0.099545,40.606701,true,638.87,8.94,8.94,3,865.61,3,code_1,33.0,retention,4,0.12362208333333334,0.10350341666666667,0.073243,40.728885,24.437330039999996,16.29155496
8534f47,channel_sales_3,22051,14644,0,2012-01-24,2017-01-24,2015-11-18,2016-01-25,1130.0,0,0.0,19.68,0.144963,0.0,44.31137796,true,0.0,33.12,33.12,3,107.08,4,code_2,13.2,retention,5,0.15035566666666667,0.0,0.0,44.266930159999994,0.0,0.0
144a68e,channel_sales_1,17923,0,1660,2013-05-10,2016-05-10,2013-05-10,2015-05-23,1762.72,1660,0.0,145.42,0.1169099999999999,0.100572,40.606701,false,159.56,21.0,21.0,1,223.57,3,code_1,19.8,retention,3,0.12524616666666666,0.10485641666666667,0.07574391666666667,40.6610035,24.39660114,16.26440236
977b625,channel_sales_2,2170560,33185,230072,2010-05-21,2016-03-16,2010-05-21,2015-03-17,8261.47,22834,0.0,17.93,0.1640579999999999,0.086163,44.31137796,true,2540.4,21.12,21.12,2,564.12,6,code_2,10.26,retention,6,0.16847991666666662,0.08649975,0.0,44.40026526,0.0,0.0
3ed9b13,channel_sales_1,20696,0,2082,2012-09-28,2016-09-28,2015-07-12,2015-09-29,2997.29,2082,0.0,14.44,0.141666,0.0,44.31137796,false,296.67,11.95,11.95,1,217.62,3,code_1,13.856,retention,4,0.14490508333333332,0.0,0.0,44.35582046,0.0,0.0
b78db6c,not_specified,923,0,0,2011-09-01,2016-09-01,2015-07-10,2015-09-02,108.88,0,0.0,17.1,0.162904,0.085646,44.31137796,false,0.0,10.08,10.08,1,7.01,4,code_2,10.392,churn,5,0.16714491666666664,0.08512258333333333,0.0,44.31137546,0.0,0.0
960f1ed,channel_sales_1,5193,0,0,2012-05-21,2016-05-21,2015-04-15,2015-05-29,776.78,0,0.0,13.28,0.145137,0.0,44.31137796,false,0.0,19.2,19.2,1,86.68,4,code_1,10.392,retention,4,0.14963116666666668,0.0,0.0,44.44470995999999,0.0,0.0
9423245,channel_sales_1,12378,0,0,2012-05-31,2016-05-31,2012-05-31,2015-06-02,1183.07,0,0.0,15.7,0.1457109999999999,0.0,44.31137796,false,0.0,24.42,24.42,1,132.68,4,code_1,13.2,retention,4,0.14941083333333335,0.007123583333333333,0.0,44.35582026,0.0,0.0
95b867b,channel_sales_1,5343,0,174,2012-04-23,2016-04-23,2015-04-14,2015-04-24,542.09,174,0.0,144.0,0.118076,0.101734,40.606701,false,16.95,35.28,35.28,1,73.16,4,code_1,17.3,churn,4,0.12585741666666667,0.10554299999999998,0.07657791666666668,40.6745798,24.404746919999997,16.26983288
cdb8ad0,channel_sales_1,103314,0,9834,2013-04-12,2016-04-12,2013-04-12,2015-04-13,222.6,329,0.0,145.05,0.115174,0.098837,40.606701,false,32.75,56.56,56.56,1,24.96,3,code_1,27.71,retention,3,0.12281558333333333,0.10250124999999997,0.07353616666666667,40.6745798,24.404746919999997,16.26983288
eff567a,channel_sales_3,7085,0,1182,2010-03-16,2016-03-16,2014-06-28,2015-03-19,1068.04,1182,0.0,16.18,0.146694,0.0,44.31137796,false,175.02,23.76,23.76,1,111.18,6,code_2,10.392,retention,6,0.15107133333333334,0.0,0.0,44.44470995999999,0.0,0.0
387f4c4,channel_sales_1,13246,0,1412,2013-06-06,2016-06-06,2015-11-01,2015-06-23,1739.45,0,0.0,15.99,0.143166,0.0,44.31137796,false,0.0,19.28,19.28,1,209.9,3,code_1,13.2,retention,3,0.14730783333333333,0.0,0.0,44.35582046,0.0,0.0
a90f31e,channel_sales_2,153995,0,10681,2010-04-29,2016-04-29,2010-04-29,2015-04-30,2837.06,1080,0.0,16.74,0.143166,0.0,44.31137796,false,156.65,19.28,19.28,1,255.49,6,code_2,10.392,retention,6,0.14742183333333334,0.0,0.0,44.38545016,0.0,0.0
ad1e04b,channel_sales_3,12951,0,0,2011-09-30,2016-09-30,2015-07-12,2015-10-01,263.44,0,0.0,16.92,0.141666,0.0,44.31137796,false,0.0,12.82,12.82,1,22.99,4,code_1,13.2,retention,5,0.14809183333333334,0.0,0.0,44.44470995999999,0.0,0.0
5d648bf,channel_sales_1,5151,0,377,2010-05-20,2016-05-20,2010-05-20,2015-05-22,520.98,377,0.0,146.16,0.115174,0.098837,40.606701,false,37.41,43.95,43.95,1,37.26,6,code_1,24.24,retention,6,0.12278558333333334,0.10239583333333331,0.07328333333333333,40.6610035,24.39660114,16.26440236
69a52bc,channel_sales_1,24391,0,2743,2009-11-26,2016-11-26,2009-11-26,2015-11-27,630.58,694,0.0,144.34,0.1152369999999999,0.100123,41.1052014,false,69.64,23.85,23.85,1,70.75,6,code_1,15.3,retention,7,0.12406833333333334,0.10373441666666666,0.07352883333333333,40.6212142,24.389391840000002,16.27348306
27100f9,channel_sales_1,19820,0,1795,2012-03-07,2016-03-07,2012-03-07,2015-03-09,2005.51,1795,0.0,129.95,0.1186359999999999,0.10175,40.606701,false,176.9,22.21,22.21,1,245.32,4,code_1,16.4,retention,4,0.1264915833333333,0.10595441666666666,0.0751825,40.68815609999999,24.4128927,16.2752634
b189014,channel_sales_1,58044,0,4723,2009-12-22,2016-12-22,2015-11-17,2015-12-23,2774.38,2360,0.0,131.94,0.111774,0.0966549999999999,40.606701,false,218.28,0.84,0.84,1,251.51,6,code_2,19.8,retention,7,0.12359141666666668,0.10311408333333333,0.07288499999999998,40.565971499999996,24.339579139999998,16.22638536
1569ee4,channel_sales_1,2079,0,0,2012-10-24,2016-10-24,2014-06-29,2015-10-25,288.03,0,0.0,16.36,0.147506,0.0,46.30537836,false,0.0,21.64,21.64,1,29.26,3,code_1,10.392,retention,4,0.1513245,0.0,0.0,44.77804336,0.0,0.0
2385a7a,channel_sales_1,7317,0,1128,2011-09-15,2016-09-15,2015-07-11,2015-09-16,1069.43,1128,0.0,20.64,0.141434,0.0,44.31137796,false,161.37,10.08,10.08,1,106.84,4,code_1,10.39,retention,5,0.14612324999999998,0.0,0.0,44.31137546,0.0,0.0
8472bae,channel_sales_4,13765,0,1275,2012-02-10,2016-02-09,2012-02-10,2015-02-11,1412.08,1275,0.0,142.21,0.1169,0.1000149999999999,40.606701,false,126.97,30.0,30.0,1,153.98,4,code_3,15.001,retention,4,0.12433841666666666,0.10379375,0.07316033333333334,40.7017324,24.421038479999996,16.28069392
9310831,channel_sales_3,7350,0,0,2012-05-09,2016-05-09,2012-05-09,2015-05-14,1086.66,0,0.0,11.48,0.143166,0.0,44.31137796,false,0.0,21.9,21.9,1,140.22,4,code_3,13.2,retention,4,0.14736483333333336,0.0,0.0,44.370635359999994,0.0,0.0
0a04590,not_specified,41686,0,0,2010-01-14,2016-02-15,2015-12-17,2015-02-16,223.72,0,0.0,16.08,0.14207,0.0,44.31137796,false,0.0,25.92,25.92,1,23.38,6,code_2,10.35,retention,6,0.15031583333333334,0.0,0.0,44.26693026,0.0,0.0
bb0a09e,channel_sales_3,1523,0,245,2011-05-13,2016-05-13,2014-04-23,2015-05-23,226.47,245,0.0,20.01,0.1457109999999999,0.0,44.31137796,false,35.99,19.2,19.2,1,19.35,5,code_2,10.392,retention,5,0.14958233333333334,0.0,0.0,44.44470995999999,0.0,0.0
cc92a37,not_specified,50239,1529,8525,2009-08-28,2016-08-28,2009-08-28,2015-08-29,1310.23,1328,0.0,16.23,0.144902,0.0,44.31137796,true,194.93,15.72,15.72,2,120.86,6,code_3,13.2,retention,7,0.14754216666666667,0.0,0.0,44.32619036,0.0,0.0
c71005d,channel_sales_4,10846,0,876,2010-06-02,2016-08-11,2015-08-11,2015-06-10,714.88,0,0.0,16.55,0.228671,0.115789,46.30537836,false,0.0,26.64,26.64,2,33.04,6,code_3,10.392,retention,6,0.19663025,0.10005824999999996,0.0,45.18915396,0.0,0.0
a9fe603,not_specified,4066,12287,456,2010-02-08,2016-02-08,2015-12-16,2015-02-09,598.48,456,0.0,14.01,0.163483,0.085584,44.31137796,true,63.62,34.68,34.68,2,48.81,6,code_1,13.856,retention,6,0.1664805,0.08794466666666662,0.0,44.281745459999996,0.0,0.0
3d4464e,channel_sales_1,6364,7940,813,2011-09-16,2016-09-16,2011-09-16,2015-09-17,952.77,813,0.0,14.11,0.1457109999999999,0.0,44.31137796,true,119.73,13.4,13.4,2,92.74,4,code_1,13.856,retention,5,0.14968158333333334,0.0,0.0,44.31137546,0.0,0.0
674178e,channel_sales_2,64353,173775,0,2010-07-19,2017-01-15,2015-11-18,2016-01-17,7316.02,0,0.0,37.43,0.160012,0.0821139999999999,44.31137796,true,0.0,29.76,29.76,2,602.57,6,code_1,13.2,retention,7,0.16601416666666666,0.08403475,0.0,44.40026526,0.0,0.0
94ef58f,channel_sales_1,40367,0,7447,2009-09-01,2016-09-01,2015-08-26,2015-09-02,4270.87,7447,0.0,131.76,0.114604,0.098262,40.606701,false,744.89,19.72,19.72,1,445.75,6,code_2,41.0,retention,7,0.12284499999999998,0.10208533333333335,0.07228716666666667,40.728885,24.437330039999996,16.29155496
1dbec4c,channel_sales_1,2617,0,0,2012-06-19,2016-06-19,2012-06-19,2015-06-23,311.38,0,0.0,17.74,0.16695,0.089695,44.31137796,false,0.0,16.92,16.92,1,32.11,4,code_3,10.392,retention,4,0.16867658333333335,0.08894600000000001,0.0,44.35582046,0.0,0.0
833de82,not_specified,4126,0,0,2010-01-01,2017-01-01,2015-11-17,2016-01-02,617.67,0,0.0,15.72,0.142995,0.0,44.31137796,false,0.0,29.52,29.52,1,59.56,6,code_2,11.78,retention,7,0.14945516666666667,0.0,0.0,44.341005259999996,0.0,0.0
53a53c7,not_specified,38432,23304,2523,2005-05-06,2016-11-06,2015-11-06,2015-05-15,1682.02,1042,30.0,132.12,0.157877,0.135732,41.1052014,true,139.91,27.15,27.15,4,110.26,11,code_3,15.001,churn,11,0.12635483333333333,0.10547966666666665,0.07524875,40.70267019999999,24.438267839999998,16.30606906
d2fac48,channel_sales_1,29159,0,2664,2010-01-19,2016-02-15,2010-01-19,2015-02-16,3099.97,2664,0.0,131.76,0.1169,0.1000149999999999,40.606701,false,273.05,39.6,39.6,1,336.41,6,code_3,26.4,retention,6,0.12433841666666666,0.10379375,0.07316033333333334,40.7017324,24.421038479999996,16.28069392
db3959a,channel_sales_2,3402,0,207,2009-12-08,2016-12-08,2009-12-08,2015-12-09,345.33,207,0.0,130.67,0.1152369999999999,0.100123,41.1052014,false,20.11,25.22,25.22,1,41.06,6,code_1,17.320999999999998,retention,7,0.12416558333333334,0.10369091666666667,0.0734645,40.565971499999996,24.339579139999998,16.22638536
bfee211,channel_sales_2,36055,0,2573,2009-12-29,2016-12-29,2015-11-01,2015-12-30,276.18,0,0.0,15.35,0.144038,0.0,46.31137836,false,0.0,24.72,24.72,1,25.96,6,code_1,12.5,churn,7,0.14919983333333334,0.0,0.0,44.26693026,0.0,0.0
dd692db,channel_sales_3,4285,0,0,2011-09-02,2016-09-02,2015-07-12,2015-09-03,630.88,0,0.0,15.7,0.141666,0.0,44.31137796,false,0.0,10.08,10.08,1,56.48,4,code_1,10.392,retention,5,0.14751933333333334,0.0,0.0,44.44470995999999,0.0,0.0
1253718,channel_sales_1,4272,4460,0,2012-06-05,2016-09-30,2013-09-30,2015-10-01,619.36,0,0.0,18.51,0.140621,0.0,44.31137796,true,0.0,12.82,12.82,3,47.72,4,code_1,13.2,retention,4,0.14499033333333336,0.0,0.0,44.35582046,0.0,0.0
0e12b17,channel_sales_1,44489,0,0,2011-09-16,2016-09-16,2015-07-11,2015-09-17,6464.68,0,0.0,12.56,0.141434,0.0,44.31137796,false,0.0,12.98,12.98,1,548.7,4,code_1,15.0,retention,5,0.14525233333333334,0.0,0.0,44.35582046,0.0,0.0
c1b1ab7,channel_sales_1,75698,32213,5785,2012-05-10,2016-05-10,2013-11-05,2015-05-11,7567.42,5785,0.0,129.59,0.114481,0.098142,40.606701,true,565.38,21.63,21.63,2,815.67,4,code_1,31.5,retention,4,0.12237958333333333,0.10198924999999999,0.07287675,40.6610035,24.39660114,16.26440236
672b06d,channel_sales_1,0,0,0,2009-10-08,2016-10-08,2015-08-26,2015-10-09,0.0,0,0.0,1.08,0.141434,0.0,44.31137796,false,0.0,10.36,10.36,1,0.0,6,code_2,13.856,retention,7,0.14855483333333333,0.0,0.0,44.29656036,0.0,0.0
c066840,channel_sales_1,1539202,0,149335,2011-11-18,2016-10-10,2013-10-10,2015-10-11,3335.63,6299,0.0,13.63,0.1634789999999999,0.086225,44.31137796,false,698.72,6.92,6.92,1,238.0,4,code_1,10.392,retention,5,0.16797775,0.08640883333333334,0.0,44.370635359999994,0.0,0.0
d16b29b,channel_sales_2,1743025,0,106161,2010-04-29,2016-04-29,2010-04-29,2015-04-30,4722.29,4960,0.0,131.78,0.114481,0.098142,40.606701,false,445.16,12.84,12.84,1,575.95,6,code_2,16.242,retention,6,0.12235158333333333,0.10203658333333333,0.0730715,40.6745798,24.404746919999997,16.26983288
08b5fe8,not_specified,2647,0,657,2010-01-04,2017-01-04,2015-11-18,2016-01-05,302.55,657,0.0,9.72,0.161748,0.08385,44.31137796,false,73.99,25.92,25.92,1,38.46,6,code_2,10.35,retention,7,0.16853216666666668,0.08707274999999993,0.0,44.26693046,0.0,0.0
ceee88d,channel_sales_3,14150,0,3191,2011-10-06,2016-10-06,2015-08-27,2015-10-09,2085.19,3191,0.0,9.88,0.141434,0.0,44.31137796,false,456.68,9.6,9.6,1,175.15,4,code_2,14.49,retention,5,0.14725591666666668,0.0,0.0,44.296560459999995,0.0,0.0
