channel_sales,cons_12m,cons_gas_12m,forecast_cons_12m,forecast_discount_energy,forecast_meter_rent_12m,forecast_price_energy_peak,has_gas,imp_cons,margin_net_pow_ele,nb_prod_act,net_margin,num_years_antig,origin_up,pow_max,price_mid_peak_fix,churn
0,3023,0,310.68,0.0,132.48,0.100572,0,33.95,42.84,1,36.24,6,1,21.0,16.26983288,retention
7,6504,0,785.36,0.0,24.58,0.084427,0,230.34,26.04,1,78.46,6,0,10.392,0.0,retention
2,7585,0,1134.59,0.0,7.93,0.0,0,0.0,7.02,1,203.92,4,1,15.0,0.0,retention
0,4505,0,864.35,30.0,16.59,0.0,0,0.0,41.6,2,51.21,3,0,13.2,0.0,retention
3,1253,2414,189.9,0.0,15.4,0.0,1,0.0,26.04,2,24.44,6,0,10.392,0.0,churn
0,836,0,122.44,0.0,16.86,0.0,0,12.24,21.09,1,14.79,4,0,10.392,0.0,retention
0,52557,44887,5363.48,0.0,128.17,0.098841,1,491.38,23.66,2,569.61,3,0,30.0,16.29155496,churn
3,47341,0,2168.58,0.0,122.29,0.103487,0,163.44,24.72,1,254.29,4,2,16.47,16.29155496,churn
0,12344,0,1817.35,0.0,17.29,0.0,0,0.0,20.2,1,143.64,4,2,13.856,0.0,retention
0,4086,0,603.95,0.0,16.28,0.0,0,0.0,21.48,1,63.08,4,0,10.392,0.0,retention
0,1308,0,123.79,0.0,16.09,0.0885389999999999,0,0.0,7.76,1,13.86,6,1,10.35,0.0,churn
1,193771,51,78.37,0.0,142.2,0.103487,1,7.19,34.01,2,9.22,3,2,15.001,16.2752634,retention
2,1219,0,181.18,0.0,16.07,0.0,0,0.0,37.56,1,10.24,5,2,15.0,0.0,retention
7,16150,0,2373.8,0.0,51.19,0.0,0,0.0,11.42,1,184.71,6,2,13.2,0.0,retention
0,5077,0,532.37,0.0,18.24,0.088444,0,0.0,25.92,1,54.97,6,1,10.35,0.0,churn
1,99407,0,926.66,0.0,16.46,0.089695,0,11.94,14.64,1,91.64,6,2,10.392,0.0,retention
0,127338,0,553.29,0.0,19.51,0.0,0,28.7,18.84,1,42.05,6,1,11.4,0.0,retention
0,5704,0,536.53,0.0,38.84,0.089695,0,152.39,22.52,1,66.59,6,1,13.86,0.0,retention
0,27586,26697,3236.46,0.0,16.71,0.0,1,0.0,30.86,3,345.46,4,0,15.0,0.0,retention
0,342593,0,179.48,0.0,145.84,0.091858,0,22.3,0.0,1,15.34,4,0,18.9,16.29155496,churn
7,4475,0,579.26,0.0,38.32,0.088444,0,119.71,17.13,1,44.96,6,1,10.392,0.0,churn
7,2555,0,383.82,0.0,39.61,0.0,0,0.0,26.73,1,36.56,6,1,13.2,0.0,retention
1,2288838,0,1152.86,0.0,0.0,0.0,0,0.0,19.47,1,113.27,6,1,10.56,0.0,retention
0,4013,0,308.79,0.0,17.51,0.0,0,0.0,18.64,1,30.72,4,0,11.43,0.0,retention
7,5511,4593,880.56,30.0,3.49,0.0,1,214.91,27.28,4,58.24,6,0,10.392,0.0,retention
0,94191,0,1798.13,0.0,129.6,0.098837,0,152.2,51.84,1,206.33,6,0,34.641,16.26440236,churn
0,4298,9463,643.47,0.0,0.0,0.0,1,135.68,21.11,5,61.26,4,0,15.0,0.0,retention
7,23560,0,2954.92,0.0,36.02,0.08638,0,595.21,6.45,1,191.95,6,1,13.856,0.0,retention
7,6963,0,391.1,0.0,61.65,0.0,0,0.0,30.98,1,41.06,6,1,15.0,0.0,retention
7,6381,0,959.95,0.0,16.35,0.0,0,0.0,23.76,1,100.41,5,1,10.392,0.0,retention
7,7281,0,465.9,0.0,126.81,0.098837,0,62.36,47.28,1,58.36,6,1,42.0,16.248109359999997,retention
1,112340,0,903.07,0.0,21.54,0.0,0,0.0,30.48,1,83.91,5,0,12.18,0.0,retention
7,23184,0,823.71,0.0,131.4,0.098262,0,78.09,19.14,1,91.19,4,2,17.0,16.248109359999997,retention
7,12963,38847,1383.36,0.0,15.49,0.0,1,0.0,21.48,2,130.5,6,2,10.392,0.0,retention
0,15647,0,2323.33,0.0,15.98,0.0,0,0.0,4.04,1,212.03,3,2,15.0,0.0,retention
2,28962,0,2865.76,0.0,143.61,0.10175,0,233.99,24.0,1,368.26,3,0,16.0,16.29155496,retention
0,286,0,29.35,0.0,146.77,0.103487,0,6.06,99.86,1,2.94,4,0,44.0,16.29155496,churn
7,52859,0,6605.65,30.0,155.8,0.1363359999999999,0,1042.25,72.6,2,359.24,6,1,26.4,16.52808426,retention
3,273212,0,6463.67,0.0,131.39,0.098837,0,544.2,15.78,1,670.22,4,2,20.0,16.29155496,retention
0,39316,0,4553.23,0.0,16.6,0.084198,0,0.0,17.22,1,361.23,3,2,10.392,0.0,retention
2,33577,0,1985.06,0.0,144.7,0.100823,0,156.74,2.85,1,232.65,3,0,15.1,14.885048779999998,retention
0,16846,0,2495.53,0.0,19.4,0.0,0,0.0,8.8,1,213.56,6,0,13.2,0.0,retention
0,1798,1709,266.22,0.0,13.28,0.0,1,0.0,21.11,2,27.46,4,0,15.0,0.0,retention
7,6144,0,927.88,0.0,16.25,0.0,0,0.0,33.37,1,95.38,5,2,13.856,0.0,retention
0,81619,0,8193.55,0.0,144.0,0.09781,0,657.84,1.77,1,757.11,5,0,28.0,16.23181636,retention
3,13145,0,1378.2,30.0,11.3,0.116714,0,0.0,28.28,2,94.58,6,1,11.5,0.0,retention
0,3984,0,315.3,0.0,131.76,0.099086,0,29.06,27.03,1,34.81,3,2,17.320999999999998,16.27348306,retention
3,3667,329,540.7,0.0,16.23,0.0,1,0.0,10.36,2,55.74,4,2,13.856,0.0,retention
3,5855,0,680.68,0.0,14.42,0.088444,0,93.74,18.08,1,58.93,3,1,10.35,0.0,retention
2,4852,0,828.56,30.0,15.86,0.0,0,115.09,29.19,2,41.43,5,0,13.2,0.0,retention
7,11213,515994,1673.59,0.0,8.62,0.0,1,0.0,33.36,2,262.77,6,0,14.8,0.0,retention
7,12745,0,1633.1,0.0,15.53,0.0868029999999999,0,0.0,9.2,1,106.42,6,1,13.856,0.0,retention
1,1572886,0,1459.22,0.0,16.57,0.0,0,479.68,0.12,1,71.11,6,1,13.2,0.0,retention
2,1935,0,292.15,0.0,16.79,0.0,0,0.0,33.12,1,30.36,3,1,13.2,0.0,retention
7,2845,0,427.75,0.0,17.46,0.0,0,0.0,28.02,1,43.95,5,2,13.856,0.0,retention
7,16446,0,1432.9,0.0,158.28,0.093731,0,320.58,0.0,1,161.01,10,2,22.0,8.36215256,churn
7,3575,0,465.34,0.0,16.45,0.0885389999999999,0,0.0,12.3,1,36.87,6,2,10.35,0.0,retention
2,8146,0,1014.17,0.0,13.94,0.085553,0,256.05,11.84,1,74.78,4,0,10.392,0.0,retention
0,7265,0,1254.68,0.0,23.27,0.0,0,0.0,4.12,1,46.46,3,0,13.2,0.0,retention
3,19496,0,2875.13,0.0,13.78,0.0,0,235.2,25.7,1,233.85,3,0,13.856,0.0,retention
0,12055,0,1784.04,0.0,13.87,0.0,0,0.0,17.45,1,153.48,4,0,13.856,0.0,retention
1,155358,0,4639.68,0.0,16.26,0.083909,0,958.29,21.12,1,334.58,4,1,14.5,0.0,retention
0,1173627,0,3579.01,0.0,126.77,0.098142,0,206.04,18.71,1,531.81,4,0,24.249,16.25354036,retention
1,44060,0,4543.83,0.0,129.73,0.101397,0,432.27,47.88,1,527.38,5,0,32.0,16.237247359999998,churn
0,27427,0,2951.85,0.0,129.95,0.101397,0,169.63,5.36,1,347.41,3,0,16.0,16.237247359999998,retention
2,17053,0,1792.79,0.0,129.95,0.100572,0,114.74,25.4,1,222.33,4,0,27.71,16.25897136,retention
3,9686,0,986.37,0.0,132.52,0.100243,0,0.0,11.64,1,175.45,3,2,23.1,16.29155496,retention
3,6855,23174,1029.57,0.0,19.33,0.0,1,0.0,23.76,2,99.97,3,0,10.39,0.0,retention
0,9344,0,1366.98,0.0,18.47,0.0,0,0.0,14.7,1,148.8,3,0,13.856,0.0,retention
2,2713,0,353.3,0.0,10.69,0.085006,0,0.0,26.04,1,40.1,4,0,10.392,0.0,churn
0,29305,0,2892.71,0.0,131.01,0.101397,0,1042.67,20.1,1,126.99,4,0,21.0,16.22638536,retention
7,151912,0,17815.7,30.0,131.39,0.1363359999999999,0,1765.69,61.83,1,1092.6,6,2,24.15,16.50897156,retention
0,5266,0,789.32,0.0,16.28,0.0,0,0.0,17.82,2,78.85,4,0,15.0,0.0,retention
1,1600,0,260.93,0.0,14.85,0.0,0,0.0,0.12,1,45.78,3,2,13.856,0.0,retention
1,4406520,1337056,8029.82,0.0,142.27,0.098142,1,1070.42,36.09,2,793.09,6,1,52.5,16.26440236,retention
0,27743,0,3946.23,17.0,19.69,0.0,0,499.24,25.52,2,514.7,4,0,13.32,0.0,retention
7,8747,0,1301.8,0.0,57.18,0.0,0,283.62,13.4,1,129.97,6,1,13.856,0.0,retention
7,26030,0,2865.28,0.0,131.93,0.098837,0,248.93,23.88,1,281.41,13,2,19.8,16.2752634,retention
7,8999,0,1341.24,0.0,43.67,0.0,0,0.0,17.92,2,124.51,6,0,11.0,0.0,retention
3,3060,0,455.75,0.0,16.09,0.0,0,0.0,16.92,1,42.38,4,1,10.392,0.0,retention
7,16086,0,0.0,0.0,122.12,0.087899,0,0.0,27.37,1,0.0,6,0,12.0,0.0,retention
0,5378,12932,138.28,0.0,118.6,0.099548,1,13.72,33.51,2,22.09,5,0,17.320999999999998,16.409345159999997,retention
7,7257,4501,756.17,0.0,16.96,0.0,1,0.0,33.4,3,52.62,6,2,13.856,0.0,retention
2,21943,0,2282.46,0.0,135.43,0.101752,0,0.0,49.32,1,310.43,3,0,32.9,16.29155496,retention
0,14522,0,2131.92,0.0,18.17,0.0,0,291.64,16.8,1,175.45,7,0,13.32,0.0,retention
0,4850,0,730.32,0.0,18.37,0.0,0,134.71,24.78,1,75.22,5,0,15.0,0.0,retention
7,19481,0,2018.15,0.0,130.32,0.098837,0,161.66,36.64,1,215.94,6,0,40.0,16.258971839999997,retention
0,65104,0,6500.26,0.0,129.96,0.098837,0,639.57,9.42,2,627.82,4,0,25.0,16.26983288,retention
0,48431,0,7186.75,0.0,19.62,0.0,0,174.17,8.76,1,650.13,3,0,13.15,0.0,churn
0,52106,202596,2075.62,0.0,142.14,0.096521,1,156.8,31.8,3,228.04,4,0,41.3,16.25897136,churn
2,393,0,45.92,0.0,15.44,0.0850669999999999,0,0.0,10.08,1,3.31,4,1,10.392,0.0,retention
0,4013,0,599.87,0.0,16.4,0.0,0,129.88,21.78,1,51.3,3,0,13.2,0.0,retention
0,15416,0,1620.82,0.0,145.28,0.100823,0,105.05,8.4,1,198.56,3,0,25.0,16.24267836,retention
0,2069,0,212.07,0.0,144.75,0.101397,0,10.8,67.74,1,43.46,4,0,31.0,16.27348306,retention
2,17462,0,2266.12,22.0,146.0,0.125137,0,215.37,50.85,1,272.74,3,0,17.32,16.76356941,retention
0,3186,0,335.5,0.0,129.26,0.099665,0,52.3,44.2,1,37.68,5,0,25.0,16.32058076,retention
3,32541,0,1717.99,0.0,62.54,0.0,0,0.0,14.64,1,141.16,3,1,13.8,0.0,retention
0,25394,33566,3761.1,0.0,21.09,0.0,1,249.57,24.62,2,314.0,5,0,12.0,0.0,churn
1,40602,0,3982.8,0.0,135.54,0.099419,0,362.62,46.11,1,486.4,4,2,43.45,16.29155496,retention
7,11812,0,1223.55,0.0,146.0,0.10175,0,36.06,30.0,1,187.67,6,1,20.0,16.28069392,retention
7,309669,0,596.45,0.0,145.62,0.086393,0,596.45,0.12,1,1.56,7,2,40.0,8.36773104,retention
1,977358,108,216.33,0.0,120.4,0.097701,1,32.35,43.32,2,39.54,3,1,17.320999999999998,16.22638536,retention
0,4650,0,691.56,0.0,18.29,0.0,0,123.86,24.42,1,64.83,7,2,13.2,0.0,retention
0,17007,0,2505.29,0.0,19.64,0.0,0,0.0,21.9,1,228.46,4,2,13.2,0.0,retention
2,4373,0,631.91,0.0,0.0,0.0,0,0.0,32.38,1,63.79,3,0,13.856,0.0,retention
0,5207,0,787.83,0.0,9.63,0.0,0,0.0,34.56,1,81.45,3,2,13.8,0.0,churn
0,2757,0,415.14,0.0,10.54,0.0,0,35.77,31.53,1,38.05,4,0,13.8,0.0,retention
7,3574,0,530.82,0.0,16.27,0.0,0,108.81,15.72,1,48.42,6,2,13.2,0.0,retention
0,20559,0,3018.74,0.0,18.32,0.0,0,0.0,18.94,1,245.58,5,0,15.0,0.0,retention
1,15370,0,2267.0,0.0,51.36,0.0,0,0.0,8.98,1,179.45,4,2,10.392,0.0,retention
7,7687,0,1152.67,0.0,1.08,0.0,0,200.28,33.12,1,110.21,6,1,13.2,0.0,retention
2,10964,1457,1627.06,0.0,15.82,0.0,1,242.85,25.7,2,154.93,4,0,13.856,0.0,retention
0,4882,0,739.2,0.0,18.87,0.0,0,19.76,34.27,1,75.64,3,0,15.0,0.0,retention
0,3523,0,531.39,0.0,73.6,0.0,0,104.54,28.6,1,58.69,3,2,13.856,0.0,retention
0,1904,0,286.34,0.0,13.74,0.0,0,26.42,25.56,1,28.33,4,0,13.856,0.0,retention
0,14710,0,2170.58,0.0,18.0,0.0,0,471.4,29.76,1,194.65,4,0,13.2,0.0,churn
0,8228,0,1226.91,0.0,16.77,0.0,0,0.0,21.52,1,114.23,6,0,13.2,0.0,retention
0,4904,0,510.53,0.0,119.62,0.099419,0,8.66,19.44,1,70.85,3,2,17.25,16.25897136,retention
7,78783,0,7108.87,0.0,133.79,0.092659,0,458.26,0.0,1,578.09,7,2,10.0,7.66484164,retention
7,1964,0,296.81,0.0,60.38,0.0,0,0.0,33.12,1,30.97,6,1,13.2,0.0,retention
0,5689,0,842.17,0.0,16.83,0.0,0,0.0,16.8,1,108.25,3,0,13.164,0.0,retention
1,1162013,0,1320.15,0.0,19.29,0.0,0,0.0,21.52,1,124.42,6,1,13.2,0.0,retention
7,39251,70878,1325.93,0.0,141.38,0.098508,1,122.55,1.9,2,132.01,5,1,15.001,16.22638536,retention
1,745902,54931,1701.61,0.0,131.98,0.100572,1,147.87,26.04,2,212.89,5,1,41.58,16.248109359999997,retention
7,2755,0,270.3,0.0,16.21,0.0885389999999999,0,0.0,7.8,1,25.59,6,2,10.392,0.0,retention
0,7330,0,707.87,0.0,143.24,0.097701,0,67.06,49.44,1,82.78,3,0,19.8,16.2752634,churn
7,13133,0,1370.76,0.0,132.49,0.098837,0,192.91,20.28,2,146.37,6,1,23.1,16.248109359999997,retention
1,538899,0,1178.96,0.0,20.81,0.0,0,0.0,21.52,1,108.66,6,1,13.2,0.0,retention
0,10989,0,1262.19,0.0,17.5,0.086225,0,0.0,22.95,1,99.06,4,2,13.856,0.0,retention
7,18640,0,1931.66,0.0,142.43,0.100123,0,413.95,3.72,1,200.06,6,1,19.8,16.23181636,retention
0,73579,0,330.91,0.0,13.73,0.0,0,29.08,19.2,1,33.68,4,0,10.392,0.0,retention
7,500343,0,1928.6,0.0,143.01,0.101397,0,188.27,2.85,1,265.07,5,2,15.1,16.23181636,retention
0,10982,0,469.28,0.0,0.87,0.0,0,107.44,31.64,1,48.61,5,0,13.85,0.0,retention
7,11504,0,0.0,0.0,0.0,0.0,0,0.0,15.6,1,138.76,6,2,10.392,0.0,retention
1,32162,0,1843.63,0.0,131.93,0.098837,0,183.91,58.84,1,197.04,4,2,43.5,16.26983288,churn
0,35005,0,0.86,0.0,120.78,0.100572,0,0.0,31.41,1,0.22,4,2,17.320999999999998,16.29155496,retention
7,17852,111484,1417.74,0.0,87.84,0.098262,1,0.0,18.12,3,225.28,11,2,19.8,16.25897136,retention
0,6364,0,950.02,0.0,16.35,0.0,0,0.0,14.64,1,87.66,7,2,10.392,0.0,retention
0,11951,0,1219.9,0.0,132.15,0.100572,0,115.46,38.34,1,144.97,3,2,23.6,16.26983288,retention
3,5724,0,857.0,0.0,15.0,0.0,0,0.0,7.8,1,103.99,4,0,10.392,0.0,retention
0,4319,3122,649.66,0.0,19.43,0.0,1,0.0,26.04,2,66.23,6,1,10.392,0.0,retention
1,72454,0,1197.89,0.0,20.43,0.0,0,140.71,19.2,1,92.43,6,2,10.392,0.0,churn
7,7308,0,1103.85,0.0,16.41,0.0,0,0.0,30.36,1,113.96,6,0,12.1,0.0,retention
0,2974,12488,133.76,0.0,15.4,0.0,1,0.0,7.8,5,11.01,3,0,10.392,0.0,retention
1,12066,0,1164.89,0.0,17.32,0.086709,0,0.0,15.2,1,110.6,4,1,13.856,0.0,retention
0,23874,0,2623.59,0.0,131.02,0.101397,0,215.13,3.38,1,335.76,3,0,19.7,16.23181636,churn
0,12247,0,1310.09,0.0,9.63,0.0,0,386.01,16.2,1,118.14,7,2,11.5,0.0,retention
2,11426,7455,1353.91,0.0,17.09,0.0,0,0.0,34.68,2,141.41,3,0,13.856,0.0,retention
2,8526,0,1286.9,0.0,18.52,0.0,0,0.0,17.16,1,108.52,4,0,15.0,0.0,retention
7,0,0,0.0,0.0,389.1,0.086393,0,0.0,0.12,1,0.0,7,2,60.0,8.36773104,retention
7,285269,0,9099.97,0.0,142.61,0.096984,0,679.97,19.2,1,837.17,11,2,33.0,16.25354036,retention
1,579813,0,2347.51,0.0,16.0,0.0,0,0.0,27.14,1,245.53,5,1,13.2,0.0,retention
2,9064,0,474.02,0.0,16.62,0.0,0,54.76,18.48,1,41.07,5,0,13.15,0.0,retention
0,8383,0,33.13,0.0,18.12,0.0,0,6.18,21.52,1,3.28,4,0,13.2,0.0,retention
0,3870,17351,445.74,0.0,144.4,0.115688,1,32.04,69.24,2,48.43,4,0,27.71,16.22638536,retention
3,17546,0,1171.74,0.0,132.24,0.098837,0,19.69,24.78,1,135.1,4,2,17.25,16.26440236,retention
0,33075,0,4866.62,0.0,16.42,0.0,0,479.02,33.84,1,445.1,6,0,15.0,0.0,retention
1,5414,1318,814.17,0.0,17.84,0.0,1,0.0,13.5,2,77.72,5,0,13.943,0.0,retention
0,4309,0,428.07,0.0,132.91,0.100572,0,46.69,35.38,1,46.73,4,0,17.320999999999998,16.26983288,retention
0,9728,0,1248.85,22.0,90.74,0.125383,0,218.25,43.94,1,100.32,5,0,17.320999999999998,16.757765109999998,retention
0,2518,0,374.8,0.0,17.5,0.0,0,0.0,10.08,1,33.86,6,1,10.392,0.0,retention
0,37187,0,248.24,0.0,145.77,0.098837,0,29.38,11.0,1,23.53,5,0,16.5,16.248109359999997,retention
7,5757,24072,858.13,0.0,17.56,0.0,1,0.0,15.72,2,80.5,6,2,13.2,0.0,retention
7,43630,0,4070.7,0.0,146.15,0.096547,0,428.26,62.16,1,475.28,8,2,41.5,16.22638536,retention
0,2209,16628,250.43,0.0,37.47,0.089695,1,16.27,31.86,4,28.23,3,0,13.943,0.0,retention
7,0,0,0.0,0.0,132.93,0.101397,0,0.0,51.94,1,0.0,5,2,27.71,16.22638536,retention
7,7728,74151,1158.76,0.0,16.67,0.0,1,0.0,34.68,2,117.36,6,1,13.856,0.0,retention
1,56815,0,5559.97,0.0,132.03,0.095264,0,0.0,4.47,1,449.76,6,1,16.5,16.248109359999997,retention
1,763882,0,4028.32,0.0,359.25,0.1000149999999999,0,358.24,93.6,1,465.43,5,0,62.5,16.28069392,retention
7,39378,3279,3982.22,0.0,141.83,0.1000149999999999,1,317.96,52.2,2,414.44,12,2,34.82,16.28069392,retention
1,3249,7574,371.01,0.0,16.55,0.087899,1,58.11,23.76,2,41.66,4,2,10.392,0.0,retention
7,0,0,0.0,0.0,141.43,0.086393,0,0.0,0.0,1,0.0,7,2,25.0,8.36773104,retention
7,25979,0,2360.26,0.0,63.71,0.0,0,0.0,14.7,1,188.87,6,2,13.856,0.0,retention
3,30174,0,3102.76,0.0,131.02,0.1000149999999999,0,260.54,49.44,1,338.93,3,2,33.0,16.22638536,retention
0,36246,3737,3851.51,0.0,18.97,0.082981,1,307.68,31.44,4,326.26,3,0,13.943,0.0,churn
0,30917,0,3140.05,0.0,131.02,0.098837,0,469.15,33.93,1,231.2,6,0,32.0,16.29155496,retention
7,8449,0,1229.04,0.0,0.0,0.0,0,23.42,33.12,1,118.19,4,2,13.2,0.0,churn
7,2038,0,302.79,0.0,16.67,0.0,0,80.37,26.02,1,19.53,6,1,13.2,0.0,retention
7,3217,0,404.56,0.0,0.0,0.087899,0,0.0,31.64,1,45.15,6,1,13.856,0.0,retention
1,6936,0,935.44,0.0,18.05,0.089695,0,0.0,16.92,1,81.99,5,1,10.392,0.0,retention
0,6687,0,1003.89,0.0,16.48,0.0,0,0.0,21.52,1,100.93,4,2,13.2,0.0,retention
0,10916,0,1587.36,0.0,16.51,0.0,0,0.0,15.16,1,126.93,4,2,10.392,0.0,retention
0,64208,0,2739.28,0.0,129.02,0.097963,0,366.03,0.0,1,406.69,5,0,18.0,16.29155496,retention
0,40723,0,4319.98,0.0,145.75,0.101397,0,354.44,5.76,1,521.75,3,0,17.320999999999998,16.237247359999998,retention
0,61216,0,6110.85,0.0,126.07,0.1000149999999999,0,393.18,34.8,1,663.13,5,0,34.917,16.22638536,retention
7,22433,0,2866.87,0.0,16.97,0.086386,1,0.0,3.56,2,190.88,6,1,13.2,0.0,retention
0,6303,0,163.43,0.0,0.0,0.0,0,0.0,28.6,1,16.79,4,0,13.856,0.0,retention
2,5608,0,838.77,0.0,9.53,0.0,0,96.33,20.34,2,84.3,5,0,14.49,0.0,retention
7,34700,0,5099.53,0.0,16.35,0.0,0,963.84,8.98,1,393.51,6,1,10.392,0.0,retention
7,60046,0,757.71,0.0,131.98,0.100123,0,0.0,31.28,1,79.73,6,2,30.0,16.22638536,retention
1,13459,9360,1002.03,0.0,131.76,0.100123,1,85.98,15.15,4,126.64,6,1,22.0,16.24267836,retention
3,61201,0,3229.76,0.0,135.31,0.098841,0,476.04,15.99,1,378.85,6,1,15.1,16.26440236,retention
3,660,0,97.89,0.0,16.31,0.0,0,24.73,22.52,1,8.51,5,1,13.856,0.0,retention
7,2313,0,348.03,0.0,15.08,0.0,0,0.0,26.04,1,41.55,6,0,10.392,0.0,retention
7,2320,0,345.61,0.0,16.3,0.0,0,0.0,10.36,1,40.32,6,0,13.85,0.0,retention
7,23623,0,1303.43,0.0,16.57,0.0,0,0.0,16.8,1,102.3,6,0,13.164,0.0,retention
0,19913,0,0.0,0.0,129.25,0.100572,0,0.0,37.17,1,0.0,6,0,16.4,16.2752634,retention
0,36532,0,5392.5,0.0,16.09,0.0,0,0.0,8.8,1,460.12,5,0,13.2,0.0,retention
0,55530,0,428.37,0.0,148.1,0.100123,0,48.68,25.77,2,49.92,6,1,16.5,16.27348306,retention
2,18776,0,1589.8,0.0,132.15,0.101397,0,150.25,6.6,1,240.33,4,2,19.8,14.885048779999998,retention
0,342593,0,5099.5,0.0,143.69,0.091858,0,397.82,0.0,1,346.22,4,0,21.1,16.29155496,churn
0,21432,0,3125.45,0.0,16.26,0.0,0,493.26,31.2,1,279.92,7,2,13.856,0.0,retention
2,22791,0,2289.0,0.0,145.36,0.099419,0,228.17,18.12,1,278.89,4,0,19.8,16.29155496,retention
1,2012791,0,3852.05,0.0,16.12,0.0868029999999999,0,429.35,15.08,1,336.16,5,1,10.35,0.0,retention
0,78754,0,7588.98,0.0,129.61,0.093976,0,572.5,44.73,1,664.33,3,0,50.0,16.25897136,churn
7,5439,0,813.25,0.0,34.8,0.0,0,0.0,27.32,1,80.27,6,1,13.2,0.0,retention
7,100522,9806,109.41,0.0,19.21,0.0,1,0.0,21.64,2,12.78,5,1,10.392,0.0,retention
2,9849,0,1111.63,0.0,132.56,0.103487,0,40.57,49.44,1,64.22,4,1,19.8,16.22638584,retention
7,16564,0,0.0,0.0,0.0,0.0,0,0.0,3.88,1,175.54,9,2,10.35,0.0,retention
0,10282,4572,1516.01,0.0,16.32,0.0,1,0.0,20.12,2,125.63,7,2,13.8,0.0,retention
1,64016,0,6445.77,0.0,132.36,0.09781,0,0.0,5.59,1,600.65,6,1,20.7,16.24267836,churn
0,9102,0,166.01,0.0,12.82,0.0,0,0.0,25.56,1,23.27,3,0,13.856,0.0,retention
0,8643,0,438.2,0.0,15.15,0.0,0,0.0,34.27,1,54.13,4,0,15.0,0.0,retention
0,6963,0,1034.14,0.0,19.99,0.0,0,132.05,7.8,1,90.98,4,0,10.39,0.0,retention
3,5351,0,535.41,0.0,131.35,0.098837,0,52.19,27.32,1,58.82,4,1,17.25,16.25897136,retention
7,13474,0,518.04,0.0,131.53,0.1000149999999999,0,28.49,43.08,1,72.96,6,1,17.25,16.28069392,retention
3,10576,11079,1572.73,0.0,17.3,0.0,1,0.0,21.34,2,139.86,4,0,10.392,0.0,retention
7,12878,24120,815.15,0.0,131.77,0.100123,1,43.53,35.02,2,88.86,6,1,19.8,16.32058076,retention
0,72688,0,1602.07,0.0,129.24,0.098837,0,91.61,25.0,1,165.78,3,0,20.0,16.25897136,retention
1,457677,940292,142.66,0.0,19.1,0.0,1,0.0,26.02,2,13.48,6,0,13.2,0.0,retention
0,277905,0,2114.66,0.0,0.0,0.0,0,304.31,17.22,1,189.65,4,0,10.392,0.0,retention
0,3000,0,451.52,0.0,18.57,0.0,0,100.72,31.32,1,44.5,4,0,12.5,0.0,retention
7,3707,0,549.04,0.0,63.09,0.0,0,101.59,24.78,1,77.32,6,1,15.0,0.0,retention
0,40675,0,3722.57,0.0,18.55,0.0,0,1614.16,21.34,1,229.25,7,2,10.392,0.0,retention
2,7562,0,1098.65,0.0,13.09,0.0,0,0.0,23.1,1,108.72,4,0,12.5,0.0,retention
0,259298,0,757.37,0.0,0.0,0.0,0,121.11,21.92,1,123.63,5,0,15.0,0.0,retention
7,4674,0,700.11,0.0,0.0,0.0,0,0.0,8.240000000000009,1,65.6,6,0,11.0,0.0,retention
7,29430,0,2883.62,0.0,120.0,0.100123,0,0.0,11.11,1,361.0,10,2,23.1,16.24267836,retention
0,11904,0,856.06,0.0,15.69,0.0,0,77.26,20.34,2,71.08,4,0,11.0,0.0,retention
0,1326,0,142.44,0.0,125.0,0.101397,0,6.85,39.52,1,19.21,4,0,19.8,16.348358559999998,retention
0,55934,0,2066.97,0.0,117.28,0.096521,0,0.0,15.84,1,271.9,4,0,17.320999999999998,16.29155496,churn
7,6160,0,783.49,0.0,16.0,0.089611,0,0.0,21.58,1,70.71,5,2,13.856,0.0,retention
1,2503923,475413,1378.26,0.0,143.05,0.098837,1,271.44,74.98,2,165.91,4,2,55.42,16.2752634,retention
7,2650,0,399.67,0.0,0.0,0.0,0,0.0,17.1,1,38.64,6,1,10.35,0.0,retention
1,533498,0,5687.27,0.0,153.01,0.098837,0,944.65,19.21,1,517.58,4,2,40.0,16.25354036,churn
0,27936,0,2890.41,0.0,130.43,0.101397,0,211.31,5.12,1,364.08,3,0,15.22,16.237247359999998,churn
7,1001492,159816,4427.63,0.0,131.8,0.098837,1,403.39,22.92,2,500.35,7,2,25.0,14.906772779999999,retention
7,3250,0,292.94,0.0,132.22,0.100123,0,0.1,26.52,2,38.69,6,2,15.01,14.968380739999999,churn
0,33352,0,4137.54,0.0,13.9,0.083909,0,939.87,19.2,1,231.87,6,0,13.164,0.0,retention
7,10342,0,1533.46,0.0,16.58,0.0,0,0.0,16.66,1,130.89,6,1,13.2,0.0,retention
7,0,0,1690.1,0.0,0.0,0.083332,0,120.15,11.95,1,75.85,6,1,13.856,0.0,retention
0,15813,23327,1509.24,0.0,129.72,0.097701,1,134.37,23.88,2,169.99,4,0,15.935,16.28069392,retention
0,49804,0,275.88,0.0,12.71,0.0,0,0.0,12.82,1,23.9,4,0,13.2,0.0,retention
0,11149,0,644.83,0.0,129.6,0.100572,0,57.76,35.38,1,71.54,5,0,17.32,16.26983288,retention
0,67616,0,2986.0,0.0,129.71,0.098861,0,288.98,32.83,1,350.29,4,0,24.249,16.29155496,retention
